Entity,Count
laterality sebopsoriasis,8
patient bone,9
palpitation discharge,13
pain cystica,7
antepartum ovary,13
candidal bronchitis,6
respiratory lactating,6
abdominal pregnant laboratory,6
vision lactation,11
history quadrant dyspepsia,7
disease body change,7
metrorrhagia,10
screening infection test,9
procedure status,6
recipient service hypertension,6
nonrheumatic level pain,6
postpartum infection disease,10
fever nasopharyngitis labor,8
vertigo claudication,6
nappy,27
cesarean evaluation,9
high checkup,12
diabetes insufficiency dermatitis,7
covid acute syndrome,72
diabetes hand childbirth,7
bronchitis prostatitis,11
tinnitus vomiting,9
coronavirus bronchiolitis,16
uterine obesity pain,10
uterine obesity,23
stag,6
chronic aspiration,17
insertion impairment,6
acute difficulty hypertension,6
acute secretion,11
leiomyoma mass,6
txxa leiomyoma,6
premature,8
osteomyelitis condition edema,8
scalp cough,7
line,25
spine blood cancer,7
pediatric,15
nasopharyngitis vaccination disorder,6
culture ankle,7
infected ache,7
acute change,8
sinus bronchitis,8
ulcer tobacco,7
class common,7
blood prenatal,8
period service,7
allergic test disease,6
birth contusion,9
pain tiredness,6
hair lactamase,7
labor infection anomaly,11
acute mild hypertension,12
catheter,7
perforation stage,9
bilateral blood,10
skin vessel,7
diabetic ischemic,10
peripheral dyslipidemia,7
benign disorder,11
bladder fibrillation,8
eczematous,13
lagophthalmos opacity,6
renal disease heart,23
wound lumbar,11
advanced,6
sacrum pelvis,8
keratoplasty,6
block polyneuropathy,7
abdominal ecoli,8
gestational neuropathy,9
infection disease fissure,9
wound hypothyroidism,18
hyperlipidemia acute syndrome,6
laterality kidney hematuria,10
bowel gastroenteritis,7
muscle cystitis,22
palpitation examination,15
menstruation tunnel,6
fracture type renal microalbuminuria,6
periurethral,6
ischiorectal,19
vein bacteriuria,6
infection right disease shoulder,6
hyperplasia coronavirus,6
acute etiology urti,12
chronic lobe essential,6
preemployment,25
dengue,7
insertion menses,9
site teeth,9
upper tract diabetes,7
type disease shock,7
rash cellulitis,14
kidney chronic failure fibrillation,7
gastroenteritis lesion,7
diabetes amenorrhea abscess,6
iron cholelithiasis,11
enterocolitis infection,15
pelvic abscess,44
hyperprolactinemia dysuria,9
allergic type,38
gastroesophageal sepsis,10
mellitus fever,7
iron flank,6
immune,8
chronic examination transfusion,6
hyperplasia xerosis,8
gluteal acute,8
metabolic acidosis,31
abscess arthritis,10
benign checkup,10
multifocal disease,6
wound foot bloodstream,8
wall fluid,6
extremity disease heart,11
atopic acute syndrome,6
skin peritonitis,7
membrane constipation cmshcc,10
open part,10
laterality embolism,6
abscess carbuncle cmshcc,7
urinary foul,6
post state disease,6
macrocytic,12
anovulatory,12
amenorrhea insufficiency rhinitis,7
uveitis,8
synechiae,8
postcoital pain,8
vaginal endometriosis,7
pain examination,6
blood intractability,6
placement pain,9
hyperpigmentation device,7
delivery vulgaris,7
dyspepsia gastroesophageal,8
medication sacroiliitis,11
diabetes midline amenorrhea,8
hyperlipemia,7
gravidity surgery,15
pregnant genital,7
viscus,21
sensorineural retention,9
intraoperative,7
agammaglobulinemia,6
pulpitis hematuria,6
forehead,12
wound abrasion,7
immunization care test,10
postcesarean,16
diabetes constipation,8
tract prediabetes,7
vaginitis miscarriage,11
intramural myoma,7
culture sensitivity,8
chronic home insulin,8
vaccine medicine,10
pregnancy thromboembolism,44
infant history,65
respiratory infection,15
severity folliculitis,7
renal cyst,10
post right,13
single carrier,14
epigastric anemia,6
single recurrent,6
burn scar,8
dental complete,8
diaper urti,41
glandular,9
knee epigastric delivery,6
patient cycle,7
wart vulgaris,7
fetus hematuria,25
delivery fetus hematuria,13
cellulitis pain,29
deficiency cough,6
examination skin,28
status gastritis,19
respiratory coli tract,10
fungal hematoma,10
salmonella arthritis,8
klebsiella seizure,8
pharyngeal insulin,12
horizontal,8
coronavirus otalgia,13
polyp tonsillitis,6
vaccine headache,10
allergic fracture,8
wound sigmoid,8
decubitus mellitus ulcer,9
axillary respiratory,6
pregnant kidney,13
growth diabetes,10
postcholecystectomy,7
delirium hemorrhage,6
vertebra management,7
treatment pruritus,8
gravidity hypertension,6
infection renal disease,9
dental trigger,7
multigravida obstruction,6
antepartum calorie deficiency,9
morbid birth,7
cold acute sxxa,6
type headache spasm,6
respiratory puberty,10
gestation crisis,6
violence,6
parotid hemorrhage,9
anemia febrile,9
pelvic allergic,6
tract tracheostomy,8
pacemaker artery,8
areata medium,7
fever transplant,6
vein stage,6
rupture injury fever nasopharyngitis,6
health complaint,6
fever underweight,13
retinopathy infarction,8
facial pain,8
bilateral sore cancer,7
gestation weight,8
gestation prenatal,14
observation attack,7
urti respiratory pneumonia,11
pregnancy gravidarum,7
methicillin congestion,7
pregnancy bacteriuria,18
heart gangrene,26
dizziness hyperlipidemia,7
malignant febrile,14
laboratory mycoplasma,6
mrsa abscess,26
hematoma laceration,14
medication urti,14
cephalopelvic,6
lumbar disease,7
discogenic,8
cesarean site,7
checkup rhinitis dermatitis,6
allergy varicose sciatica,6
upper condition,12
type procedure,6
pneumonia ulcer,15
fascitis,17
heel left,6
pedis fistula,10
laboratory suppurative,10
dyslipidemia mass,6
tonsillitis obesity,12
cellulitis dizziness hyperlipidemia,7
murmur right disease,6
cystitis malignant,7
renal test,7
single vitamin,6
cold acute syndrome,6
status teeth,6
insulin history layer,6
abnormal dysuria,12
acute noshow virus,6
generalized leiomyoma,6
posterior membrane vision cmshcc,6
checkup disorder,24
respiratory organism pneumonia,8
prescription gastroenteritis,12
hyperpigmented,11
chest care sinusitis,6
abdominal laboratory,14
foot pubis,6
bite diarrhea,7
insect deficiency,10
chest dorsalgia,7
upper tract birth,7
combined dizziness,8
laboratory bartholin bronchitis,6
screeningpulmonary,33
hypothyroid care hypothyroidism,7
reflux headache,6
dental medication,6
nonintractable txxa,7
comment,13
education antepartum,21
acute noshow pregnancy,9
hydrops,7
treatment gestation,9
hygroma,10
consciousness loss,81
stab,12
urinary ache,6
smell,6
allergic myalgia,8
periumbilical rash,11
laboratory burn healing,8
iron clostridium,6
systolic hyperplasia,9
staphylococcus cerebrovascular,9
bruise accident,6
gestation miscarriage,12
deficiency laryngitis,8
pattern type test headache,7
ulcer stomatitis,11
aeruginosa,13
iron menorrhagia cancer,6
cardiac arrest,18
claw,6
visit infection dermatitis,7
covid menometrorrhagia,6
adhd,16
fever nasopharyngitis disorder,24
cervical index,8
melasma tract diabetes,6
iddm,6
acetaminophen,10
acute limb pharyngitis,6
bone abscess dermatitis,9
nasal vomiting pain,10
surgical infection,8
issue gastroenteritis,8
creatinine sprain,8
virus mass stage,6
infertility dermatitis,7
crohn intestine,10
retina macula,7
cerebral neoplasm insulin,7
txxa artery hypertension,7
txxa vein,6
hemorrhage nasopharyngitis,9
gastritis antepartum,9
allergic prolapse,7
antiphospholipid,19
sicca history,11
flat,11
case intestine,7
shaft asthma,7
respiratory coccygeal,10
ankle gingivitis,6
postprandial,9
risk change,13
twin respiratory upper,9
coronavirus enteritis nasal,9
prostate corneal,6
abdominal bypass cystitis,6
regimen,8
upper necrosis injury,6
mallet tract,6
impacted bronchitis,6
leukemia aura acute,6
bronchitis migraine,7
abdominal candidal,9
severity pruritus,6
birth culture,7
radiculopathy druginduced,6
atypical respiratory injury,6
breast respiratory infarction,6
contact malocclusion cmshcc,7
thromboembolism pharyngitis,6
cough tonsillitis,30
mother vomiting,8
cmshcc labor infection,9
rectal abscess,7
ventriculomegaly,8
prenatal drug,14
bilateral iron,7
excessive disorder,10
lactate,7
pcos depression,7
misadventure cause,7
cerclage membrane,7
respiratory thumb,6
viral hand eruption,8
amebiasis,7
viral fever nasopharyngitis,7
immunization dermatitis,82
hypothyroidism myalgia,9
tract disorder,7
collection perforated,10
abortion miscarriage,6
nausea nasopharyngitis disorder,13
strain antepartum,6
heart replacement,18
pain elevation,6
insulin circulatory,13
salmonella nasopharyngitis,7
seasonal checkup,10
adenoca,10
micturation tract,11
pilonidal test,8
obstruction tonsillitis,7
skin mlmin,6
suprapubic sepsis,6
ulcer liver hemorrhage,7
pregnant effect,8
urinary movement,10
wheezing hypothyroidism,6
elevation dizziness,6
status kidney hematuria failure,6
wheeze eczema,18
breast respiratory deformity,7
osteoarthritis disease,6
anastomosis infection,10
prostatectomy,7
chest cmshcc,8
perioral dermatitis,8
staphylococcus site,10
chronic lobe,9
otitis ventricular,6
jugular,11
herpes infection,10
metabolic disorder,15
extrapulmonary,13
vaccine medium disease,10
vaccine medium,29
suprapubic pain,13
neurogenic constipation,7
immunization foot,15
explanation deficiency thalassemia,7
hypoplasia,11
wheeze examination,15
treatment cancer,25
externa gastritis,6
post emergency,9
xanthelasma,9
traction damage artery hypertension,6
knee status delivery kidney,6
sepsis lymphadenopathy,11
open suture proliferative generalized mass gastroenteritis,6
effusion respiratory lump,6
pleurisy chest psoriasis,6
traumatic diabetes hypervolemia abscess,6
lymph face rash,6
rash sepsis lymphadenopathy,6
mellitus constipation swelling cmshcc type,6
covid cutaneous prescription pharyngitis retinopathy effusion respiratory lump musculoskeletal follow,6
pyrexia senile diarrhea cataract,6
type endstage cerebrovascular bleeding,6
finger test pyrexia,6
streptococcal hypertensive disseminated,6
endstage cerebrovascular bleeding,6
superficial root,6
acute breech,7
diabetes fever hemorrhage,9
patient dermatitis,14
joint wrist,7
cerebrovascular cystitis,8
erectile side cough,7
acute perianal fatigue,7
prenatal distress,21
multipara,12
consanguinity,38
fetal delivery,6
urinary cellulitis suprapubic,8
score,7
streptococcus trimester,10
deteriorating,9
type right test,7
post myalgia,8
laboratory xerosis,8
hemolytic,7
hepatic thrombocytopenia vein,6
fetus anemia,6
infusion,6
pregnancy perforation,6
lady,7
pyrexia disease,9
mouth conjunctivitis,7
lymph urinary,8
scrotal essential,7
acuteonchronic failure,8
laparoscopy pain,12
calculus skin,6
single status,19
dialysis ache,7
hyperactivity,14
female birth,13
status chemotherapy,7
wound foot type diabetic,13
iufd care,7
birth esophagitis,8
mesenteric,20
reflux cyst,10
laterality kidney,11
nasal congestion,23
symptom cystitis,40
skin anal,6
cancer contraceptive,7
immunization blurring,6
respiratory allergic,6
gastroesophageal gestation,6
antepartum presence deficiency,6
cocci,16
neuropathy thigh,8
vaccination nasopharyngitis,11
pregnancy counseling,6
cervical neck pelvic,6
abnormal menorrhagia,6
constipation cervix,6
motion,16
right disease charcot,6
hemorrhage abscess,10
varicocele gastritis,6
male scar,7
induration,10
gastroparesis,7
antibiotic disease,9
pattern care,16
dietary education,7
hyperkalemia pain,9
nausea screening childhood,7
follicular infection,22
flulike symptom,8
upper micturation tract,6
induction pain,7
delivery failure,9
covid trimester pregnancy virus,6
cesarean pyrexia,7
venereal pregnant,6
anovulation txxa syndrome,9
muscle migraine laterality,8
respiratory flank tract,8
itchy cough conjunctivitis,6
breathing congestion,11
multicystic,6
otitis swimmer,6
pregnancy thrombocytopenia,13
heel local,6
deep tonsillitis,7
crusted,11
premature distress,8
female tract amenorrhea,6
gram,30
scalp urinary,6
open surgery,9
primary degeneration cervical arthritis,6
ichthyosis,6
endophthalmia,10
gangrenosum,8
herpes tract,7
site status,7
paroxysmal insulin,6
heart hematoma,7
iron pharyngitis,8
varicose hypercalcemia,7
postterm anemia,8
lowlying,9
uterine hyperemesis loss,6
immunization appendicitis,12
leaking site,7
laboratory laparotomy,6
candidiasis aphthous,8
patient jaundice,8
coronavirus colitis,7
tube lobe,7
atresia,10
comorbidity snoring,7
prenatal iron repeat,6
liver abscess,16
abscess pain,11
acute iron gastroenteritis,11
vomiting infection,21
otitis tonsilitis,8
hepatic hypertension,8
fever thickness,6
polycystic vaccine cystitis,6
tonsillitis aphthae,6
laceration bronchitis,10
diet reflux,6
urti eruption,7
trimester gravidity pharyngitis,11
surgical disorder infection,7
post elevation infarction,6
acute bronchopneumonia bacteria,7
thoracic impairment,9
streptococcus service,6
artery melena bilateral bowel blood iron,8
bilateral bowel blood,9
panlobular allergic,6
twin retinopathy,11
tooth erosive,6
body foreign person,8
breathing sepsis,7
cerebral epilepticus history,8
hemorrhage rhinitis,11
history tuberculosis,14
examination lactamase esbl,10
convulsive,7
vancomycin,10
intubated,13
infection labor,10
rash cough conjunctivitis,9
externa deficiency,6
breech gravidity,8
healthy disorder,11
cold elevated acute,6
nontraumatic laterality,6
health conjunctivitis,7
dressing gastroenteritis,7
vaginal obesity dizziness,7
heart osteochondrosis,6
antepartum colitis,7
dental surgical,6
hemorrhoid sinus bleeding,6
pregnant fullterm,6
membrane postpartum,11
alpha tonsillitis,6
upper neck,6
blood iron comorbidity,7
duty virus,6
induction dyspepsia,7
iron contraceptive medication,6
myofascial recurrent,6
catheterrelated bloodstream disease,20
bacteremia thrombocytopenia,6
cerebral encounter epilepticus history,6
post foot,12
breast female,20
polytrauma,30
infarction pneumonia injury,6
sequela site,6
antepartum skin deficiency,9
hypertension retinopathy,11
coronavirus deficiency,12
respiratory fever hypoglycemia,6
birth aureus,7
immunization type disease,16
osteomyelitis bone,11
medial cellulitis,6
arthropathic,6
pneumonia cmshcc,8
gram type,6
worm right disease,6
malignant status,11
insulin attack,6
overload mellitus ulcer,6
hemolysis,6
tympanic,6
hemorrhoid cystitis,8
removal dressing suture,6
tract fever infection,7
caries comorbidity,6
dystocia,7
pleural hyponatremia,15
infarction diabetes,13
foot disease,15
nephrocalcinosis,7
discharge cellulitis,9
postoperative lymphadenopathy,6
body,7
hair calculus anus,6
caries cycle disorder,7
rash tonsillitis,13
venous herb,7
tissue visit chest care sinusitis,6
epigastric chill,6
glioblastoma,10
aggressive sleep neuropathy,6
covid leukemia,7
laboratory hematuria,12
diabetes cmshcc infection,8
bimalleolar,7
leukemia acute thrombocytopenia,7
stool laceration,9
pneumonia shock,14
severity retinopathy,6
vaginal uterine,10
status asthmaticus,6
disturbance disease,13
malfunction dressing,7
wound care,7
anemia kidney hematuria,8
acute artery complication,6
multiple skin,6
septic tuberculosis,7
care type,6
examination failure,6
culture jaundice,9
pressure ulcer,8
nausea infection,14
respiratory upper tract fever,7
foot extremity,6
radiculopathy hypertension,6
perianal abscess,84
postpartum behalf,7
benign cmshcc,8
allergy pharyngitis,8
acute bilateral,16
crust,6
vision childhood,87
gerd nonintractable,9
complication birth,6
mrsa constipation,7
organ examination,11
duty,10
pyonephrosis,9
contact dermatitis,15
irritant cystitis,7
diareah,6
type site,17
urinary breathing,6
cesarean state,6
pyelonephritis infection,41
seasonal vision,6
asthma autism,10
autism,757
nausea ankle,6
hyperkalemia sepsis,8
mother conjunctivitis,18
prenatal breast,15
cold atopic,18
pregnancy bowel blood,6
anemia wheeze,12
gastritis pain,11
diarrhea fever,19
acute gravidity surgery,7
organism pneumonia,23
fever nausea disorder,13
eruption fever,8
gastritis peptic,6
bladder metastatic,6
respiratory upper injury fever nasopharyngitis,7
varicose pregnancy,11
cesarean preeclampsia,19
laboratory migraine,8
preterm vision visit,11
restriction,7
type complication,6
hypertension tuberculosis,16
trauma conjunctivitis tonsillitis pain,6
gluteal otitis,7
history appendectomy,11
talipes infection,7
adenoidal,10
forehead pain,7
respiratory gain,16
hearing location,9
pprom gestation,8
intubation,8
opacity ulcer,9
pregnant plantar,7
microcytic,21
urinary congestion,10
wound evaluation,8
venous previous,8
vaccination infection,9
covid overweight,7
iron adult,8
sprain buttock,10
bacteremia pneumoniae,8
blocking,6
malleus disease,6
lymphangioma,7
gangrenous,31
chest care test,6
polydipsia,8
adenovirus history rash,6
type medium,38
cold acute etiology,12
otitis medium,58
rash bronchiolitis,26
calcium sore,7
left chest,6
hyperactivity infection,21
urti respiratory organism,6
obstructive prostate,6
cold acute pharyngitis,10
chronic transfusion,11
penile repeat,6
circumcision sprain,6
esophageal varix type,8
impacted teeth bleeding,6
drainage abnormality,11
tooth tonsillitis pain,6
tooth tonsillitis,11
omphalitis,14
abdominal fistula,18
abscess tissue infection,8
levo,8
impacted origin,9
acute generalized gastroenteritis,6
ischemia disease,12
postpartum labor care test,6
early week,6
stage miscarriage,13
acute tonsil pharyngitis,6
seasonal insufficiency,6
postpartum infection care,11
laterality chill,8
midline contusion,6
hypertension abscess,12
fever tuberculosis cough,6
weight pulmonary loss,10
poor bronchitis,7
abdominal location,10
adnexa,8
laboratory hypertriglyceridemia,6
insomnia cough,8
observation cough cmshcc,7
coronavirus blister,6
type diabetic,9
culture postpartum,6
cough impetigo conjunctivitis,7
hashimoto fasciitis,6
referral urinary level,6
tract ulcer left,6
delirium tract ulcer left cmshcc infection,6
sore inguinal thrombosis stage decubitus paraplegia delirium tract ulcer,6
typhoid,16
disease calculus,6
precocious,12
cervical abscess,8
sepsis virus,6
fungal seizure,6
hypertension disorder,6
circumcision bronchitis,20
covid radiculopathy,7
cesarean change,6
wart hematuria,6
beta hematuria,13
lobe deficiency,9
cold acute noshow,6
left cmshcc infection fracture,6
disease acute,8
tuberculous,8
effusion stage,10
iron infection,14
heel abscess,11
microcephaly,17
discharge history,8
hypochromic,8
type pain,40
respiratory urti acne,12
granuloma anemia,7
wound renal,11
pelvis tract,6
allergic type test disease,6
nasopharyngitis infection,6
postterm scar,9
urination examination,10
bladder rectovesical,8
plasmodium,6
maternal screen,8
atopic acute pharyngitis,8
developmental stage,10
urethral tract,7
brain history,11
adenoid eczema,20
throat gestation,7
urinary iron,12
palm,12
urinary enuresis,16
iron common,21
myomectomy history,6
covid atopic,10
tonsillitis hypertrophy,48
comparison,8
anal influenza,12
thyroiditis hypothyroidism,6
pregnant polyhydramnios,14
hemorrhage infection,12
neoplasm colon,10
streptococcal,11
calculus peritonitis,6
trimester syndrome,18
diabetes pneumonia,10
gingivitis infection,6
gastroesophageal epilepsy,14
deficiency cerebral,9
fever pyelonephritis,10
wound injection person,6
atrioventricular syndrome,6
cytomegalovirus,17
delay status,8
laboratory severe,10
child medium,89
childhood cmshcc,12
postpartum pattern,13
issuance cellulitis,6
diabetic mellitus,11
complication stage mellitus,6
malformation congestion,8
status deficiency,13
acute hypoalbuminemia,6
virus pharyngitis,8
skin deficiency rash,7
preterm cervix,7
cystitis prostatitis,7
contagiosum abscess,6
leaking pregnant,6
insulin hypertension,18
screeningpulmonary tuberculosis,25
complication type,6
trimester gastrectomy,7
acute superficial,7
scar bleeding,8
hydrocele respiratory,15
runny sore,8
uterine vomiting,12
multinodular infection,8
organism sepsis,33
type extremity,11
abscess hyponatremia,6
host,7
lung muscle,10
admission fever,7
head fever,7
dyspepsia tonsillitis,8
chronic cutis,6
ventriculoperitoneal seizure,11
enterobacter,6
nipple care,8
immunization complication,6
miscarriage distress,7
acute otomycosis,9
dehydration gastroenteritis,15
gene calculus,7
cystitis malignant hematuria,6
examination lobe,9
acute peritonitis,60
ileus,6
appendicitis pain,27
pain right,20
forehead tonsillitis,8
liveborn hospital,27
child disease,8
heart abdominal bypass cataract dietary lobe pseudophakia adhesive retina detachment pain amputation,6
bacteremia gastroenteritis ketoacidosis stage,6
attention mellitus ulcer bloodpressure,6
gastroparalysis,6
elevated acute glaucoma implant,6
type headache fungal paralysis,7
bloodpressure nausea cardiomyopathy hemorrhage constipation,6
atherosclerotic gastroesophageal cord,6
nonpressure esophagitis,6
adhesive retina detachment,6
midfoot gastroduodenitis neuropathy,6
midline ankle bone abscess dermatitis,6
hyperlipidemia artery hypertension proteinuria dyslipidemia blood,7
surface laterality palpitation,6
fungal paralysis procedure arrest,6
midfoot gastroduodenitis neuropathy muscle,6
heart abdominal bypass cataract,6
diabetes midline ankle bone abscess dermatitis,6
midline ankle bone abscess,6
body appendage change,6
coma midfoot gastroduodenitis neuropathy muscle,6
thrombsis,9
graft heel disorder,12
examination purulent,8
checkup constipation,8
pattern hoarseness disease,6
tube status,12
type renal severe,7
mrsa disorder,24
cystitis infection,11
meningococcal,8
costochondral,8
abscess pancreatitis,8
sepsis fever,6
muscle status,10
blood pharyngitis,8
developmental dysplasia,6
acute cancer,7
nail urti,18
viral jaundice,10
hand condition,8
finger diarrhea,8
oozing,8
metacarpophalangeal,6
failure antepartum deficiency,6
hernia syndrome,10
atopic allergy,8
vomiting hyperemesis pain,6
bacterial chronic examination,6
vesicoureteric,22
nasal cough conjunctivitis,10
uterine streptococcus,9
pleural effusion,22
bilateral tuberculosis,7
damage oligomenorrhea,6
externa diffuse,7
diet risk,19
wound femur,6
percentile obesity,9
deep pain,7
pregnant pyelonephritis,71
infection appendicitis,18
carbon,7
nausea pyelonephritis,6
speech otitis,14
mass nephrolithiasis,6
spastic cmshcc infection,9
tract pneumonia,46
medication mellitus hemorrhage,6
worsening,6
inevitable,7
respiratory ulcer,9
urinary administration,17
delay tube,53
knee healing,18
wound malleolus,6
trimester gravidity hypertension,6
ankle tissue dermatitis,6
breast dysuria distress,7
nasopharyngitis constipation,6
type illness,8
nasal rash,10
convulsion vomiting,6
needlestick,8
hematoma abdominal,9
single education,15
chorio,7
wart gastritis,6
body hypertrophy,7
tuberculosis pleura,6
hmpv,10
respiratory diabetes ulcer,7
type right disease medium,7
effusion gastroenteritis,7
acute fever gastroenteritis,9
testicular epididymitis,8
infliximab,7
scarlet,22
swelling infection,8
wheezing dermatitis,18
fever constipation,10
membrane infection,9
sprain adenoid,6
carriage,7
respiratory airway,8
displacement cmshcc,6
side colon,10
supervision immunization care,6
cesarean onset,9
type vaccine disease,8
exanthem,7
bladder urinary,7
obesity sepsis,6
immunization murmur,18
iiib,20
cold burning,8
exfoliation pharyngitis,6
checkup condition,13
screening cmshcc infection,7
abdominal section,8
acute bacteremia,19
cough tonsillitis pain,14
consolidation,8
atopic generalized gastroenteritis,7
txxa gravidity,6
disease vaccine,6
cortex,6
arrest cmshcc,8
acute pregnancy contraction,14
single chronic examination,8
milestone distress,6
respiratory mellitus,6
abdominal pregnant section,8
decreased,7
head injury,57
chicken,20
hospital procedure,6
umbilical anemia,10
laboratory abdomen,9
viral pneumonia,18
injury fever hemorrhage,6
traumatic injury,32
tract bladder,7
dysmorphic,26
foot child,28
allergic wheezy,13
type respiratory,7
hygiene,7
hand hemorrhage,6
sciatica vein,6
otitis aphthae,6
tachycardia fetal,7
valve hematuria,7
girl,14
twin prenatal gestation,8
knee infection,6
acute dysuria,12
esbl betalactamase,23
croup,100
covid hernia,11
gluteal covid,11
covid aura,6
gram care,9
duodenum cancer,8
coronary sepsis,10
hypotonia,54
covid fever,15
left tissue cmshcc,10
heart ductus,6
insulin methicillin,6
tooth vomiting pain otitis,6
shedding,8
lobe insulin,10
thromboembolism gestation,15
secretory hypertrophy,7
disease tract,41
acute hemorrhage,7
pregnant infection,15
respiratory hematuria,8
urinary infection dysuria,12
infection wheezing,16
externa skin,8
percentile health,8
bleeding scar,6
antepartum bladder,8
wound abdominal,7
pregnancy blood gestation,10
iron organism,6
foot type diabetic,27
lung delay,13
biallelic,13
viral rupture,9
rash impetigo,8
abdomen gastritis,7
organism infarction,7
appendix,25
supervision postdates,6
undescended disease,40
infection dysuria,14
infection disease aeruginosa,7
stemi cmshcc,7
culture pain,7
heart fistula,11
trimester highrisk syndrome,7
type kidney hematuria,10
surgical respiratory urti,8
acute throat pharyngitis,9
amikacin,19
antepartum hysterectomy,6
date gestation,8
postpartum visit infection care,7
accreta,8
urinary malfunction,6
septic atherosclerotic vessel,6
type renal shock procedure,6
thrombophlebitis extremity heart bypass malignant angina,7
angioplasty fluid,8
malignant angina medicament,7
pacemaker acute sign implant organism ischemic tract diabetes,7
gastroenteritis crbsi stage graft disorder,7
heart bypass malignant angina,7
breast pectoris hyperuricemia lump pneumonia,7
urinary hyperparathyroidism hyperlipidemia artery phlebitis,7
pregnant membrane,18
patient trimester,15
breast distress patient,9
retention complication,8
acute discharge membrane,6
astigmatism stature,6
allergic child,28
disease mellitus,8
respiratory sepsis,14
diabetes insulin tuberculosis,25
urti respiratory hematuria,7
ischiorectal etiology,7
thrombocytopenia neutropenia,6
adenoid vitamin,6
medication respiratory birth,8
acute perianal pharyngitis,6
foot type test,7
gastroenteritis fever,6
gestation distress,7
mellitus diabetes abscess,7
renal bloodstream disease,6
necrotising,8
respiratory viral,16
vibrio infection,13
head injury contusion,7
disease fever,12
upper ulcer,8
upper disease,8
infant conjunctivitis,46
region conjunctivitis,7
wound biopsy,12
lung recurrent,8
congestion vomiting,10
septic sepsis,10
hepatomegaly infection,8
neoplasm colon history,6
heart kidney,12
otitis candidiasis,7
pyelonephritis cystitis,10
sepsis consciousness,18
disorder vision,12
mlmin insulin,9
escherichia cystitis,8
type child disease,20
portacath infection,9
pregnant cmshcc,29
mellitus diabetes fever,8
abdominal nasal,6
single delivery hematuria,7
fever bone,7
otitis acute pharyngitis,18
tonsillitis dizziness,6
urinary trauma pain,6
urinary gastroenteritis,8
abdominal grade,6
bronchopulmonary,20
swab gland,7
pontine,12
influenza flulike,8
decubitus ulcer forearm,6
pain hematuria,40
nausea childhood,9
pregnant abscess,6
nondisjunction bronchitis,9
immunization speechlanguage disease,7
secondary tuberosity,6
urinary exacerbation,8
otitis acute noshow,7
mrsa underweight,6
pneumonia abscess,6
acute site,8
graft left cmshcc,7
visit cmshcc,6
pregnant virus,14
wound laparotomy,13
dementia cellulitis,6
bladder pharyngeal,7
teething,20
otitis acute bilateral,20
iron normal,16
laterality lobe,6
technology status,7
breast diabetes,8
adenotonsillitis,10
hyperactive,6
kidney dysphagia,8
pain renal,15
food cmshcc,7
urti pain,8
respiratory fever gingivitis,6
vaccine site,7
lung disseminated,6
rifampicin,9
cerebral hemorrhage hypertension,14
pregnant gestational section,9
reflux site,8
recurrence tonsillitis,14
urinary methicillin,9
acute hypertension stage,6
patient fever cmshcc,11
asthma bronchitis,6
bronchiolitis conjunctivitis,51
covid injury,6
primary preop cmshcc,6
delay finding,12
mononucleosis,7
patient fever infection,10
gland abscess,15
alcoholinduced,17
ventilation insulin,8
crbsi stage lowtension,6
membrane vision hemodialysis cmshcc,6
wound foot bloodstream coma pedis plantar muscle,6
acute meniscus glaucoma pruritus organism diabetic tract nuclear diabetes,6
deformity infarction necrosis pneumonia fever,6
infection catheterrelated disease charcot hepatitis presbyopia,6
itch uremic covid epiretinal retinopathy deformity,6
acute meniscus glaucoma,6
acute meniscus glaucoma pruritus organism,6
syndrome crbsi stage lowtension,6
bladder cholecystectomy,6
lung finding,6
skin rash,7
head traumatic,6
pneumonia shortness,6
iron caries,8
fever scarlet,10
bloody examination,9
delayed rash,6
speech hypertrophy,33
diet fertilization,8
disease diabetes,14
hypotension syndrome,8
preterm cmshcc,27
vesicoureteral tract,9
girl infection,9
diabetic mellitus ulcer diabetes,8
nstemi dizziness,6
acute artery limb hypertension,8
fever tonsillitis,6
emphysematous,6
enterocutaneous,6
ischemia shock,7
cough impetigo,12
medullary,6
breath dizziness,7
convulsion tonsillitis,9
foley type disease,7
skin deficiency discharge,11
tonsillectomy,7
preterm behalf,7
mellitus tuberculosis,11
medication thrush,6
nasal cough congestion,13
phimosis,9
urethra abdominal,6
peritonsillitis adenomatous hyperlipidemia diverticulosis,6
case cough diverticulitis,6
hemorrhage rhinitis abscess arthritis,6
cough diverticulitis polyp,6
diverticulitis polyp influenza,6
complication rectum,6
peritonsillitis adenomatous,6
hypercholesteremia idiopathic allergic,6
idiopathic allergic,6
asthma perforated,6
prescription transverse,6
type evaluation disease,9
intrabdominal,7
skin insect,7
wall cancer,6
iron urti,8
mrsa cmshcc,26
rectosigmoid,6
tonsil etiology,6
ards covid,6
coronavirus respiratory,7
ventricle disease,7
nevus,7
left swelling cmshcc,7
immunization child,93
diabetes acute,17
diabetic ulcer diabetes,9
fistula abscess,7
fever hypertension,7
ards pneumonia,16
vaccination constipation,9
vomiting health,8
fever nausea infection,6
flap,11
immunization finger,10
perianal fistula abscess,7
complication tract diabetes,11
acute cystitis hematuria,17
single infant,11
congenital agenesis,6
urinary pharyngitis,6
vomiting dressing,7
infection pain,7
urinary infection dysuria hematuria,44
disease failure,7
staphylococcus seizure,11
